#OTU ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_4043,Bacteria, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctomyces, 
OTU_256,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, 
OTU_2314,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, wittichii
OTU_1951,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_3709,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], Candidatus Xiphinematobacter, 
OTU_1854,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Mycobacteriaceae, Mycobacterium,
OTU_3964,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Rhabdochlamydiaceae, Candidatus Rhabdochlamydia, 
OTU_2940,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_1104,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Peptoniphilus, 
OTU_2291,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, , , 
OTU_4179,Bacteria, Planctomycetes, Planctomycetia,,,,
OTU_364,Bacteria,,,,,,
OTU_1650,Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, Gaiellaceae, , 
OTU_3495,Bacteria, Proteobacteria, Deltaproteobacteria, Spirobacillales, , , 
OTU_450,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_2802,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae,,
OTU_3801,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, , , 
OTU_1792,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Sinobacteraceae, , 
OTU_514,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, , 
OTU_681,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, mitochondria, , 
OTU_3415,Bacteria, TM6, SJA-4, , , , 
OTU_435,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Jonesiaceae, , 
OTU_2575,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae,,
OTU_773,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, , , 
OTU_848,Bacteria, Proteobacteria, Betaproteobacteria, , , , 
OTU_3324,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Gordoniaceae, Gordonia, 
OTU_3802,Bacteria, Proteobacteria, Betaproteobacteria, Procabacteriales, Procabacteriaceae, , 
OTU_4026,Bacteria, FBP, , , , , 
OTU_3791,Bacteria, Proteobacteria, Deltaproteobacteria, FAC87, , , 
OTU_1604,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Mycobacteriaceae, Mycobacterium, 
OTU_1954,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_2224,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_1924,Bacteria, Cyanobacteria, 4C0d-2, MLE1-12, , , 
OTU_1186,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales,,,
OTU_2249,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, , 
OTU_1205,Bacteria, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, , 
OTU_724,Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Azospira, 
OTU_4064,Bacteria, Chloroflexi, Anaerolineae, SBR1031, SJA-101, , 
OTU_4183,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Rhabdochlamydiaceae, Candidatus Rhabdochlamydia, 
OTU_1776,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_2758,Bacteria, Planctomycetes, Phycisphaerae, Phycisphaerales, , , 
OTU_315,Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, Vogesella, 
OTU_2846,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2538,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_434,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae,,
OTU_2466,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, 
OTU_3738,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_1068,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodoplanes, 
OTU_2309,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae,,
OTU_2623,Bacteria, Proteobacteria,,,,,
OTU_4020,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales,,,
OTU_3690,Bacteria, TM6, SJA-4, , , , 
OTU_3393,Bacteria, Chloroflexi, Thermomicrobia, Ellin6537, , , 
OTU_2192,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, , 
OTU_3583,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2638,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_2402,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae,,
OTU_3059,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_3487,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Glycomycetaceae, Glycomyces, 
OTU_3115,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_234,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_3657,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, , , 
OTU_2369,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, , , 
OTU_2800,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, mitochondria, , 
OTU_2490,Bacteria, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, , 
OTU_2617,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales,,,
OTU_678,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_867,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,,,
OTU_3645,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Flavisolibacter, 
OTU_1591,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Rhabdochlamydiaceae, Candidatus Rhabdochlamydia, 
OTU_3286,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_2080,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, , 
OTU_2717,Bacteria, Cyanobacteria, Chloroplast, Chlorophyta, , , 
OTU_1322,Bacteria, Proteobacteria, Betaproteobacteria, Ellin6067, , , 
OTU_1526,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, , 
OTU_3878,Bacteria, Proteobacteria, Gammaproteobacteria,,,,
OTU_2158,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcus, 
OTU_1977,Bacteria,,,,,,
OTU_489,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, , , 
OTU_3058,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Tatlockia, 
OTU_3364,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,,,
OTU_3500,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], Chthoniobacter, 
OTU_2130,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, , 
OTU_518,Bacteria, Bacteroidetes,,,,,
OTU_2870,Bacteria, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, Pirellula, 
OTU_2803,Bacteria, Proteobacteria, Deltaproteobacteria, Spirobacillales, , , 
OTU_3563,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Winogradskyella, 
OTU_4206,Bacteria, Proteobacteria, Deltaproteobacteria, Spirobacillales, , , 
OTU_1236,Bacteria, Proteobacteria, Betaproteobacteria, MWH-UniP1, , , 
OTU_1263,Bacteria, Proteobacteria, Betaproteobacteria, MND1, , , 
OTU_2909,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, 
OTU_2068,Bacteria, Tenericutes, Mollicutes, , , , 
OTU_1199,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_279,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae,,
OTU_1120,Bacteria, Proteobacteria, Betaproteobacteria, Ellin6067, , , 
OTU_3975,Bacteria, Spirochaetes, [Leptospirae], [Leptospirales], Sediment-4, SJA-88, 
OTU_939,Bacteria, Proteobacteria, Betaproteobacteria, Ellin6067, , , 
OTU_2363,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_1919,Bacteria, Planctomycetes, C6, MVS-107, , , 
OTU_2163,Bacteria, Proteobacteria, Alphaproteobacteria, Ellin329, , , 
OTU_3307,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_2409,Bacteria, Cyanobacteria, Chloroplast, Chlorophyta, Chlamydomonadaceae, , 
OTU_3011,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodoplanes, 
OTU_3463,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2665,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, nanceiensis
OTU_1357,Bacteria, Verrucomicrobia, Opitutae, Opitutales, Opitutaceae, , 
OTU_2804,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales,,,
OTU_3832,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_556,Bacteria, Proteobacteria, Betaproteobacteria, , , , 
OTU_212,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae,,
OTU_3092,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_127,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae,,
OTU_4142,Bacteria, Chloroflexi, Ellin6529, , , , 
OTU_1637,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Nocardioidaceae, , 
OTU_1674,Bacteria, Actinobacteria, Coriobacteriia, Coriobacteriales, Coriobacteriaceae, Atopobium, rimae
OTU_1829,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_3905,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Parachlamydiaceae, , 
OTU_066,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas,
OTU_2495,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, , , 
OTU_543,Bacteria, Gemmatimonadetes, Gemm-1, , , , 
OTU_2232,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Ellin5290, , , 
OTU_3474,Bacteria, Cyanobacteria, 4C0d-2, MLE1-12, , , 
OTU_1615,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_1453,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_187,Bacteria, Proteobacteria, Betaproteobacteria, Methylophilales, Methylophilaceae, Methylovorus, glucosotrophus
OTU_2972,Bacteria, Acidobacteria, Solibacteres, Solibacterales, , , 
OTU_2941,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_4058,Bacteria, Proteobacteria, Deltaproteobacteria, MIZ46, , , 
OTU_2603,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_1426,Bacteria, Nitrospirae, Nitrospira, Nitrospirales, 0319-6A21, , 
OTU_4069,Bacteria, Proteobacteria,,,,,
OTU_1833,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Kineosporiaceae, , 
OTU_3537,Bacteria, Spirochaetes, Spirochaetes, Spirochaetales, Spirochaetaceae, , 
OTU_1309,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae,,
OTU_2660,Bacteria, Acidobacteria, Solibacteres, Solibacterales, [Bryobacteraceae], , 
OTU_3436,Bacteria, TM6, SJA-4, , , , 
OTU_1260,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium,
OTU_749,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_303,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_940,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae,,
OTU_4156,Bacteria, Planctomycetes, Phycisphaerae, Phycisphaerales, , , 
OTU_192,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Phyllobacterium, 
OTU_1194,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, C111, , 
OTU_2615,Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, Gaiellaceae, , 
OTU_835,Bacteria, Proteobacteria, Betaproteobacteria, MND1, , , 
OTU_2014,Bacteria, Proteobacteria, Betaproteobacteria, MND1, , , 
OTU_3636,Bacteria, Verrucomicrobia, [Pedosphaerae], [Pedosphaerales], OPB35, , 
OTU_3846,Bacteria, Planctomycetes, vadinHA49, DH61, , , 
OTU_3966,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae,,
OTU_3623,Bacteria, Proteobacteria,,,,,
OTU_448,Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae,,
OTU_3571,Bacteria, Proteobacteria, Gammaproteobacteria,,,,
OTU_2600,Bacteria, Planctomycetes, Phycisphaerae, Phycisphaerales, , , 
OTU_4090,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_2859,Bacteria, Proteobacteria, Betaproteobacteria, MND1, , , 
OTU_935,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae,,
OTU_2334,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, C111, , 
OTU_729,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, , 
OTU_2152,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_3374,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, , 
OTU_3728,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Parachlamydiaceae,,
OTU_574,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae,,
OTU_2792,Bacteria, Actinobacteria, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, , 
OTU_3123,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_1944,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Candidimonas, humi
OTU_2195,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodoplanes, 
OTU_2747,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_3533,Bacteria, Chloroflexi, TK10, B07 WMSP1,,,
OTU_254,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
OTU_4195,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_1042,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_2214,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae,,
OTU_3340,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, AKIW874, , 
OTU_1255,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium, 
OTU_1662,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodoplanes, 
OTU_4041,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Williamsiaceae, Williamsia, 
OTU_324,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_2968,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, , 
OTU_672,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae,,
OTU_812,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Telmatospirillum, 
OTU_3342,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, , , 
OTU_627,Bacteria, Acidobacteria, [Chloracidobacteria], RB41, , , 
OTU_1235,Bacteria, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctomyces, 
OTU_593,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Ellin5290, , , 
OTU_3862,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2536,Bacteria, Chloroflexi, Anaerolineae, Caldilineales, Caldilineaceae, , 
OTU_2668,Bacteria, Chloroflexi, Ellin6529, , , , 
OTU_1287,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, 
OTU_2385,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_2499,Bacteria, Acidobacteria, [Chloracidobacteria], RB41, , , 
OTU_3484,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, 
OTU_3718,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, , , 
OTU_471,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Chitinophaga, 
OTU_1639,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, , 
OTU_376,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Nocardiaceae, Rhodococcus, 
OTU_2568,Bacteria, Planctomycetes, vadinHA49, p04 C01, , , 
OTU_3786,Bacteria, Proteobacteria, Deltaproteobacteria, FAC87, , , 
OTU_2864,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_3060,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, 
OTU_2855,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_4012,Bacteria, Armatimonadetes, Chthonomonadetes, SJA-22, , , 
OTU_1524,Bacteria, Acidobacteria, Solibacteres, Solibacterales, Solibacteraceae, , 
OTU_3501,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_3180,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae, Agromyces,
OTU_049,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, succinicans
OTU_1096,Bacteria, Firmicutes, Clostridia, Clostridiales, [Mogibacteriaceae], Anaerovorax, 
OTU_205,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, pseudoalcaligenes
OTU_2341,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, , 
OTU_2960,Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophobacteraceae, , 
OTU_2928,Bacteria, Proteobacteria,,,,,
OTU_4226,Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophobacteraceae, , 
OTU_945,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Labrys, 
OTU_1343,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Oceanibaculum, indicum
OTU_948,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium,
OTU_808,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylocystaceae, Pleomorphomonas, oryzae
OTU_2092,Bacteria, Chloroflexi, TK10, AKYG885, Dolo 23, , 
OTU_1642,Bacteria, TM6,,,,,
OTU_3513,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_3440,Bacteria, GAL15, , , , , 
OTU_413,Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Thauera, 
OTU_1070,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae,,
OTU_906,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodoplanes, 
OTU_1737,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_809,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
OTU_339,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Methylibium,
OTU_2511,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Dialister, 
OTU_2113,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Saprospiraceae, , 
OTU_1108,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Chitinophaga,
OTU_2616,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, , , 
OTU_2820,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, , 
OTU_2808,Bacteria, Chloroflexi, Anaerolineae,,,,
OTU_2913,Bacteria, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctomyces, 
OTU_2544,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, 
OTU_1360,Bacteria, Chlorobi, OPB56, , , , 
OTU_1788,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_2696,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, C111, , 
OTU_1958,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Ellin5290, , , 
OTU_2105,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae, Microbacterium,
OTU_2663,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_589,Bacteria, Proteobacteria, Betaproteobacteria, Ellin6067, , , 
OTU_894,Bacteria, Gemmatimonadetes, Gemm-1, , , , 
OTU_2151,Bacteria, Chloroflexi, Chloroflexi, Herpetosiphonales, , , 
OTU_2361,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_2682,Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, Gaiellaceae, , 
OTU_278,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae,,
OTU_2064,Bacteria, Tenericutes, Mollicutes, Acholeplasmatales, Acholeplasmataceae, Acholeplasma, 
OTU_1861,Bacteria, Firmicutes, Bacilli, Bacillales,,,
OTU_2647,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], Candidatus Xiphinematobacter, 
OTU_161,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodoplanes, 
OTU_898,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, C111, , 
OTU_2626,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Ellin5290, , , 
OTU_2084,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_1877,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], Chthoniobacter, 
OTU_2178,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_670,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Filimonas, lacunae
OTU_2433,Bacteria, Verrucomicrobia, Opitutae, Opitutales, Opitutaceae,,
OTU_3837,Bacteria, OD1, ZB2, , , , 
OTU_2044,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales,,,
OTU_3973,Bacteria, Firmicutes, Clostridia, Clostridiales,,,
OTU_2268,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, mitochondria, , 
OTU_3407,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales,,,
OTU_653,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium,
